,id,query,label,index,tokens
1712,1712,انتشارات دانشکده کجاست؟,2,1712,"['انتشارات', 'دانشکده', 'کجاست']"
1713,1713,دانشکده شب ها تا کی بازه؟,2,1713,"['دانشکده', 'شب\u200cها', 'بازه']"
1714,1714,کلاس ها را حضوری نمی کنید؟,4,1714,"['کلاس\u200cها', 'حضوری', 'نمی\u200cکنید']"
1715,1715,حقوق اساتید چقدر است؟,5,1715,"['حقوق', 'اساتید']"
1716,1716,کتابخانه الکترونیکی دانشگاه با کجا لینک است؟,3,1716,"['کتابخانه', 'الکترونیکی', 'دانشگاه', 'کجا', 'لینک']"
1717,1717,توزیع های لینوکسی رو باید از نت بگیرم یا یه سروری تو دانشکده راتش ؟,3,1717,"['توزیع\u200cهای', 'لینوکسی', 'باید', 'نت', 'بگیرم', 'یه', 'سروری', 'دانشکده', 'راتش']"
1718,1718,تصادف کردی؟,5,1718,"['تصادف', 'کردی']"
1719,1719,کی کلاسها حضوری میشن؟,4,1719,"['کلاسها', 'حضوری', 'میشن']"
1720,1720,سایت دانشکده کجاست؟,2,1720,"['سایت', 'دانشکده', 'کجاست']"
1721,1721,چگونه آدم موفقی باشم؟,5,1721,"['چگونه', 'آدم', 'موفقی', 'باشم']"
1722,1722,روز های استفاده از استخر دانشگاه برای بانوان چیه؟,2,1722,"['روز\u200cهای', 'استفاده', 'استخر', 'دانشگاه', 'بانوان']"
1723,1723,مهلت حذف تک درس تا کیه ؟,1,1723,"['مهلت', 'حذف', 'تک', 'درس']"
1724,1724,آیا می توان دروس اختیاری را از دانشکده های دیگر برداشت؟,1,1724,"['می\u200cتوان', 'دروس', 'اختیاری', 'دانشکده\u200cهای', 'دیگر', 'برداشت']"
1725,1725,دروس کاربردی بیشتری به چارت اضافه کنید.,4,1725,"['دروس', 'کاربردی', 'بیشتری', 'چارت', 'اضافه', 'کنید']"
1726,1726,زمان آخرین کلاس قبل عید چیه؟,1,1726,"['زمان', 'آخرین', 'کلاس', 'قبل', 'عید']"
1727,1727,سیستم گرمایشی خرابه لطفا تعمیرش کنید,4,1727,"['سیستم', 'گرمایشی', 'خرابه', 'لطفا', 'تعمیرش', 'کنید']"
1728,1728,سلف دانشگاه کجاست,2,1728,"['سلف', 'دانشگاه', 'کجاست']"
1729,1729,بین دو ترم فرجه داریم؟,1,1729,"['بین', 'دو', 'ترم', 'فرجه', 'داریم']"
1730,1730,تا ساعت چند میتونم در دانشکده باشم؟,2,1730,"['ساعت', 'میتونم', 'در', 'دانشکده', 'باشم']"
1731,1731,چه روز هایی دانشکده تعطیل است؟,2,1731,"['روز', 'هایی', 'دانشکده', 'تعطیل']"
1732,1732,کتاب های دست نویس هم دارین تو قفسه ها؟,3,1732,"['کتاب\u200cهای', 'دست', 'نویس', 'هم', 'دارین', 'قفسه\u200cها']"
1733,1733,اخرین چاپ کتاب الگوریتم را دارید؟,3,1733,"['اخرین', 'چاپ', 'کتاب', 'الگوریتم', 'دارید']"
1734,1734,تاریخ حذف و اضافه چه روزی است؟,1,1734,"['تاریخ', 'حذف', 'اضافه', 'روزی']"
1735,1735,چگونه تغییر رشته بدهم؟,1,1735,"['چگونه', 'تغییر', 'رشته', 'بدهم']"
1736,1736,غذاهای سلف خوبه؟,5,1736,"['غذاهای', 'سلف', 'خوبه']"
1737,1737,به جای سیستم گلستان سیتسم جدیدی رو بیارین.,4,1737,"['جای', 'سیستم', 'گلستان', 'سیتسم', 'جدیدی', 'بیارین']"
1738,1738,تا کی وقت داریم مدارکمون رو تکمیل کنیم,1,1738,"['وقت', 'داریم', 'مدارکمون', 'تکمیل', 'کنیم']"
1739,1739,فشار درسی را در کلاس های مجازی کمتر کنید,4,1739,"['فشار', 'درسی', 'در', 'کلاس\u200cهای', 'مجازی', 'کمتر', 'کنید']"
1740,1740,می شه درب اتاق 103 رو باز کنید؟ چون قفله.,2,1740,"['می\u200cشه', 'درب', 'اتاق', '۱۰۳', 'باز', 'کنید', 'چون', 'قفله']"
1741,1741,نوع حکومت انگلستان چیست؟,5,1741,"['نوع', 'حکومت', 'انگلستان', 'چیست']"
1742,1742,استفاده از سایت محدودیت زمانی دارد؟,3,1742,"['استفاده', 'سایت', 'محدودیت', 'زمانی', 'دارد']"
1743,1743,نرم افزار فتوشاپ روی سیستمی از سایت نصب هست؟,3,1743,"['نرم', 'افزار', 'فتوشاپ', 'روی', 'سیستمی', 'سایت', 'نصب']"
1744,1744,آزمایشگاه سخت افزار کجاست؟,2,1744,"['آزمایشگاه', 'سخت', 'افزار', 'کجاست']"
1745,1745,آیا کنکور ارشد آسونه؟,5,1745,"['کنکور', 'ارشد', 'آسونه']"
1746,1746,حمایت مالی از انجمن ها و گروه های علمی دانشگاه,4,1746,"['حمایت', 'مالی', 'انجمن\u200cها', 'گروه\u200cهای', 'علمی', 'دانشگاه']"
1747,1747,شرایط اخذ وام متاهلین چیست؟,2,1747,"['شرایط', 'اخذ', 'وام', 'متاهلین', 'چیست']"
1748,1748,یک درس رو همراه با پیش نیازش میشه باهم برداشت؟,1,1748,"['یک', 'درس', 'همراه', 'پیش', 'نیازش', 'میشه', 'باهم', 'برداشت']"
1749,1749,می خواستم دکتر صفائی رو ببینم.,2,1749,"['می\u200cخواستم', 'دکتر', 'صفائی', 'ببینم']"
1750,1750,دستگاه قهوه چگونه کار می,5,1750,"['دستگاه', 'قهوه', 'چگونه', 'کار', 'می']"
1751,1751,چرا درس های پروژه دار را پروژه ای تعریف نمیکنید؟,4,1751,"['درس\u200cهای', 'پروژه', 'دار', 'پروژه\u200cای', 'تعریف', 'نمیکنید']"
1752,1752,شرایط امتحانات زیادی سخت هستند.,4,1752,"['شرایط', 'امتحانات', 'زیادی', 'سخت', 'هستند']"
1753,1753,ساعت کاری دانشگاه تا کی است؟,2,1753,"['ساعت', 'کاری', 'دانشگاه']"
1754,1754,تا کی میتونم کتاب رو تحویل بدم؟,3,1754,"['میتونم', 'کتاب', 'تحویل', 'بدم']"
1755,1755,کتابخانه دانشگاه کجا می باشد؟,2,1755,"['کتابخانه', 'دانشگاه', 'کجا', 'می\u200cباشد']"
1756,1756,برای کار در حوزه هوش مصنوعی از کجا شروع کنیم؟,5,1756,"['کار', 'در', 'حوزه', 'هوش', 'مصنوعی', 'کجا', 'شروع', 'کنیم']"
1757,1757,نتیجه ترکیب رنگ های آبی و قرمز چیه؟,5,1757,"['نتیجه', 'ترکیب', 'رنگ\u200cهای', 'آبی', 'قرمز']"
1758,1758,فلان استاد بین بچه ها فرق میزاره,4,1758,"['فلان', 'استاد', 'بین', 'بچه\u200cها', 'فرق', 'میزاره']"
1759,1759,برای استفاده از کتاب های کتابخانه آیا به کارت نیاز است ؟,3,1759,"['استفاده', 'کتاب\u200cهای', 'کتابخانه', 'کارت', 'نیاز']"
1760,1760,چطوری فایل تکالیفم رو آپلود کنم؟,5,1760,"['چطوری', 'فایل', 'تکالیفم', 'آپلود', 'کنم']"
1761,1761,کتابخانه صبح از ساعت چند باز است؟,3,1761,"['کتابخانه', 'صبح', 'ساعت', 'باز']"
1762,1762,چجوری میتونم با اساتید حرف بزنم؟,2,1762,"['چجوری', 'میتونم', 'اساتید', 'حرف', 'بزنم']"
1763,1763,اگر عضو نباشیم نمیتونیم کتاب بگیریم؟,3,1763,"['اگر', 'عضو', 'نباشیم', 'نمیتونیم', 'کتاب', 'بگیریم']"
1764,1764,کتاب های نشر روشن رو دارین؟,3,1764,"['کتاب\u200cهای', 'نشر', 'روشن', 'دارین']"
1765,1765,فرجه نداریم,4,1765,"['فرجه', 'نداریم']"
1766,1766,انتخاب واحد ترم تابستون کی هست,1,1766,"['انتخاب', 'واحد', 'ترم', 'تابستون']"
1767,1767,رتبه معدل من چند است ؟,1,1767,"['رتبه', 'معدل']"
1768,1768,اساتید بیشتری جذب کنید.,4,1768,"['اساتید', 'بیشتری', 'جذب', 'کنید']"
1769,1769,جند ترم مشروط بشم اخراج میشم؟,1,1769,"['جند', 'ترم', 'مشروط', 'بشم', 'اخراج', 'میشم']"
1770,1770,رییس کل دانشکده کجا هست؟,2,1770,"['رییس', 'کل', 'دانشکده', 'کجا']"
1771,1771,سایت دانشکده کجاست؟,2,1771,"['سایت', 'دانشکده', 'کجاست']"
1772,1772,در چه زمینه هایی دانشکده در کشور ممتاز است؟,5,1772,"['در', 'زمینه', 'هایی', 'دانشکده', 'در', 'کشور', 'ممتاز']"
1773,1773,صفحه اینستاگرام دانشکده؟,2,1773,"['صفحه', 'اینستاگرام', 'دانشکده']"
1774,1774,شرایط حذف اضطراری چیست؟,1,1774,"['شرایط', 'حذف', 'اضطراری', 'چیست']"
1775,1775,لطفا فرجه برای امتحانات قرار دهید,4,1775,"['لطفا', 'فرجه', 'امتحانات', 'قرار', 'دهید']"
1776,1776,از ها ارايه میشن,1,1776,"['از\u200cها', 'ارایه', 'میشن']"
1777,1777,به دنبال شغل هستم.,5,1777,"['دنبال', 'شغل', 'هستم']"
1778,1778,راه ورودی به خوابگاه در کجای دانشگاه قرار دارد؟,2,1778,"['راه', 'ورودی', 'خوابگاه', 'در', 'کجای', 'دانشگاه', 'قرار', 'دارد']"
1779,1779,امروز بیشترین سوالی که ازت پرسیده شد ، چی ها بوده است؟,5,1779,"['امروز', 'بیشترین', 'سوالی', 'که', 'ازت', 'پرسیده_شد', 'چی\u200cها', 'بوده_است']"
1780,1780,معدل بالای چند استعداد درخشان محسوب میشه؟,1,1780,"['معدل', 'بالای', 'استعداد', 'درخشان', 'محسوب', 'میشه']"
1781,1781,لیگ یا دوتا؟,5,1781,"['لیگ', 'دوتا']"
1782,1782,اگر استاد سر امتحان حاضر نشوند تکلیف چیه؟,1,1782,"['اگر', 'استاد', 'سر', 'امتحان', 'حاضر', 'نشوند', 'تکلیف']"
1783,1783,اینترنت دانشکده بسیار کند است,4,1783,"['اینترنت', 'دانشکده', 'بسیار', 'کند']"
1784,1784,خوابگاه از کدوم مسیر نزدیک تره؟,2,1784,"['خوابگاه', 'کدوم', 'مسیر', 'نزدیک', 'تره']"
1785,1785,حذف ترم چجوریه,1,1785,"['حذف', 'ترم', 'چجوریه']"
1786,1786,آمار امروز مبتلایان کرونا.,5,1786,"['آمار', 'امروز', 'مبتلایان', 'کرونا']"
1787,1787,اتاق بازی داریم ؟,2,1787,"['اتاق', 'بازی', 'داریم']"
1788,1788,کتابخانه چه ساعتی باز می شود؟,3,1788,"['کتابخانه', 'ساعتی', 'باز', 'می\u200cشود']"
1789,1789,چگونه میتوان با رییس ذانشکده قرار ملاقات گذاشت,2,1789,"['چگونه', 'میتوان', 'رییس', 'ذانشکده', 'قرار', 'ملاقات', 'گذاشت']"
1790,1790,برای ارشد مستقیم باید چه شرایطی داشت؟,1,1790,"['ارشد', 'مستقیم', 'باید', 'شرایطی', 'داشت']"
1791,1791,قرائت خانه کجاست؟,3,1791,"['قرائت', 'خانه', 'کجاست']"
1792,1792,سیستم عامل کامپیوترهای سایت چیست؟,3,1792,"['سیستم', 'عامل', 'کامپیوترهای', 'سایت', 'چیست']"
1793,1793,کجا میتونم چارت رو ببینم؟,1,1793,"['کجا', 'میتونم', 'چارت', 'ببینم']"
1794,1794,اتاق رییس دانشکده کدام طبقه است؟,2,1794,"['اتاق', 'رییس', 'دانشکده', 'کدام', 'طبقه']"
1795,1795,چجوری از اینجا برم خوابگاه؟,2,1795,"['چجوری', 'اینجا', 'برم', 'خوابگاه']"
1796,1796,خوابگاه دانشگاه کجاست؟,2,1796,"['خوابگاه', 'دانشگاه', 'کجاست']"
1797,1797,استاد راهنما چه نقشی داره؟,1,1797,"['استاد', 'راهنما', 'نقشی', 'داره']"
1798,1798,برای مهمان شدن چه اقداماتی باید کرد؟,1,1798,"['مهمان', 'شدن', 'اقداماتی', 'باید', 'کرد']"
1799,1799,میتوانم برای ترم 9 اقدام کنم؟,1,1799,"['میتوانم', 'ترم', '۹', 'اقدام', 'کنم']"
1800,1800,تاریخ حذف و اضافه کی هست؟,1,1800,"['تاریخ', 'حذف', 'اضافه']"
1801,1801,ازینجا تا خوابگاه تقریبا چقدر راهه؟,2,1801,"['ازینجا', 'خوابگاه', 'تقریبا', 'راهه']"
1802,1802,تعطیلی بین دو ترم نداریم,4,1802,"['تعطیلی', 'بین', 'دو', 'ترم', 'نداریم']"
1803,1803,چند درصد فارغ التحصیلان مقطع کارشناسی مقطع ارشد را در خارج درس می خوانند؟,5,1803,"['درصد', 'فارغ', 'التحصیلان', 'مقطع', 'کارشناسی', 'مقطع', 'ارشد', 'در', 'خارج', 'درس', 'می\u200cخوانند']"
1804,1804,نمره هایم را چگونه ببینم؟,1,1804,"['نمره', 'هایم', 'چگونه', 'ببینم']"
1805,1805,به نظرسنجی اساتید توجه نمی شود.,4,1805,"['نظرسنجی', 'اساتید', 'توجه', 'نمی\u200cشود']"
1806,1806,کلاس ها حضوری شوند,4,1806,"['کلاس\u200cها', 'حضوری', 'شوند']"
1807,1807,چطوری برنامه درسی مو ببینم؟,1,1807,"['چطوری', 'برنامه', 'درسی', 'مو', 'ببینم']"
1808,1808,ریز پردازنده رو این ترم چه استادی ارايه میده,1,1808,"['ریز', 'پردازنده', 'ترم', 'استادی', 'ارایه', 'میده']"
1809,1809,یک داخلی برای جواب به سوالات دانشجویان ورودی اختصاص داده شود.,4,1809,"['یک', 'داخلی', 'جواب', 'سوالات', 'دانشجویان', 'ورودی', 'اختصاص', 'داده_شود']"
1810,1810,چند واحد باید پاس کرد تا مدرک کارشناسی را گرفت؟,1,1810,"['واحد', 'باید', 'پاس', 'کرد', 'مدرک', 'کارشناسی', 'گرفت']"
1811,1811,بوفه کجاست؟,2,1811,"['بوفه', 'کجاست']"
1812,1812,کتاب فارسی عمومی دارید؟,3,1812,"['کتاب', 'فارسی', 'عمومی', 'دارید']"
1813,1813,برای ترم سوم چند واحد درس برداریم؟,2,1813,"['ترم', 'سوم', 'واحد', 'درس', 'برداریم']"
1814,1814,لیست دروسی که این ترم ارائه میشوند را از کجا میتوانم ببینم؟,1,1814,"['لیست', 'دروسی', 'که', 'ترم', 'ارائه', 'میشوند', 'کجا', 'میتوانم', 'ببینم']"
1815,1815,کد تخفیفی برای هفته کتاب هست؟,5,1815,"['کد', 'تخفیفی', 'هفته', 'کتاب']"
1816,1816,آیا میتوان به صورت انلاین تاریخ قرض کتاب را تمدید کرد؟,3,1816,"['میتوان', 'صورت', 'انلاین', 'تاریخ', 'قرض', 'کتاب', 'تمدید', 'کرد']"
1817,1817,نمیتونم وارد سایت گلستان بشم.,1,1817,"['نمیتونم', 'وارد', 'سایت', 'گلستان', 'بشم']"
1818,1818,دفاعیه کجا برقرار می شود؟,1,1818,"['دفاعیه', 'کجا', 'برقرار', 'می\u200cشود']"
1819,1819,ساعت چند است؟,5,1819,['ساعت']
1820,1820,حمل نقل عمومی بیشتری برای دسترسی به دانشگاه فراهم شود,4,1820,"['حمل', 'نقل', 'عمومی', 'بیشتری', 'دسترسی', 'دانشگاه', 'فراهم', 'شود']"
1821,1821,یوزرنیم سیستم های سایت چه میباشد؟,3,1821,"['یوزرنیم', 'سیستم\u200cهای', 'سایت', 'میباشد']"
1822,1822,بستری رقابتی برای دانشجویان فراهم کنید.,4,1822,"['بستری', 'رقابتی', 'دانشجویان', 'فراهم', 'کنید']"
1823,1823,انتخاب واحد در چه سامانه ای است؟,1,1823,"['انتخاب', 'واحد', 'در', 'سامانه\u200cای']"
1824,1824,برای ثبت نام باید کجا برم؟,1,1824,"['ثبت', 'نام', 'باید', 'کجا', 'برم']"
1825,1825,دانشگاه های دیگر برای دروس حذف شده شهریه نمیگیرند، چرا فقط اینجا اینطوری است؟,4,1825,"['دانشگاه\u200cهای', 'دیگر', 'دروس', 'حذف', 'شده', 'شهریه', 'نمیگیرند', 'فقط', 'اینجا', 'اینطوری']"
1826,1826,امتحانی که فلان استاد میگیره خارج از مباحث تدریسشه,4,1826,"['امتحانی', 'که', 'فلان', 'استاد', 'میگیره', 'خارج', 'مباحث', 'تدریسشه']"
1827,1827,اتاق استاد جهانیان کجاست,2,1827,"['اتاق', 'استاد', 'جهانیان', 'کجاست']"
1828,1828,خورشید پشتش به ماست؟,5,1828,"['خورشید', 'پشتش', 'ماست']"
1829,1829,وام دانشجویی از کجا باید گرفت؟,5,1829,"['وام', 'دانشجویی', 'کجا', 'باید', 'گرفت']"
1830,1830,کلاس داده کاوی کجا برگزار می,2,1830,"['کلاس', 'داده', 'کاوی', 'کجا', 'برگزار', 'می']"
1831,1831,اتاقی برای بازی تعیین کنید,4,1831,"['اتاقی', 'بازی', 'تعیین', 'کنید']"
1832,1832,چرا تایم کلاس ها این قدر بد می باشد؟,4,1832,"['تایم', 'کلاس\u200cها', 'قدر', 'بد', 'می\u200cباشد']"
1833,1833,تعطیلات بعدی کیه؟,5,1833,"['تعطیلات', 'بعدی']"
1834,1834,صندلی های کلاس 200 شکسته اند.,4,1834,"['صندلی\u200cهای', 'کلاس', '۲۰۰', 'شکسته\u200cاند']"
1835,1835,آیا امکان پارک کردن موتور در داخل دانشگاه وجود دارد ؟,5,1835,"['امکان', 'پارک', 'کردن', 'موتور', 'در', 'داخل', 'دانشگاه', 'وجود', 'دارد']"
1836,1836,لطفا فضای لابی رو بیشتر کنید.,4,1836,"['لطفا', 'فضای', 'لابی', 'بیشتر', 'کنید']"
1837,1837,فروشگاه انتشاراتی نزدیک کجاست؟,2,1837,"['فروشگاه', 'انتشاراتی', 'نزدیک', 'کجاست']"
1838,1838,تعداد ترم های مجاز تحصیل چقدره؟,1,1838,"['تعداد', 'ترم\u200cهای', 'مجاز', 'تحصیل']"
1839,1839,چطور روی سرور دانشکده اکانت بگیرم؟,3,1839,"['چطور', 'روی', 'سرور', 'دانشکده', 'اکانت', 'بگیرم']"
1840,1840,حذف نیم سال چیست؟,1,1840,"['حذف', 'نیم', 'سال', 'چیست']"
1841,1841,مدت مجاز نگه داری یک کتاب چقدر است؟,3,1841,"['مدت', 'مجاز', 'نگه', 'داری', 'یک', 'کتاب']"
1842,1842,چگونه ویندوز نصب کنم؟,3,1842,"['چگونه', 'ویندوز', 'نصب', 'کنم']"
1843,1843,چجوری ثبت نام با تاخیر کنم؟,1,1843,"['چجوری', 'ثبت', 'نام', 'تاخیر', 'کنم']"
1844,1844,غیبت های موجه رو چجوری رفع کنیم,1,1844,"['غیبت\u200cهای', 'موجه', 'چجوری', 'رفع', 'کنیم']"
1845,1845,چرا وسط امتحان ها ددلاین فاز یک پروژه می گذارید؟,4,1845,"['وسط', 'امتحان\u200cها', 'ددلاین', 'فاز', 'یک', 'پروژه', 'می\u200cگذارید']"
1846,1846,پایان امتحانات چه تاریخی است؟,1,1846,"['پایان', 'امتحانات', 'تاریخی']"
1847,1847,اتاق بازی رو از ما نگیرین.,4,1847,"['اتاق', 'بازی', 'نگیرین']"
1848,1848,تاریخ امتحانات کی هست؟,1,1848,"['تاریخ', 'امتحانات']"
1849,1849,دانشجویان بیمه می شوند؟,5,1849,"['دانشجویان', 'بیمه', 'می\u200cشوند']"
1850,1850,دروس عملی به نسبت یک وحد بسیار بیشتر زمان می گیرند.,4,1850,"['دروس', 'عملی', 'نسبت', 'یک', 'وحد', 'بسیار', 'بیشتر', 'زمان', 'می\u200cگیرند']"
1851,1851,مسابقات ورزشی برگزار کنید.,4,1851,"['مسابقات', 'ورزشی', 'برگزار', 'کنید']"
1852,1852,مسائل بهینه سازی چه مسائلی هستند؟,5,1852,"['مسائل', 'بهینه', 'سازی', 'مسائلی', 'هستند']"
1853,1853,سلام کردن بلد هستی ؟,5,1853,"['سلام', 'کردن', 'بلد', 'هستی']"
1854,1854,چطور میتونم انصراف از تحصیل بدم؟,1,1854,"['چطور', 'میتونم', 'انصراف', 'تحصیل', 'بدم']"
1855,1855,همانطور که انتظار می رود دانشجو سر تایم باشد استاد نیز وقت شناس باش,4,1855,"['همانطور', 'که', 'انتظار', 'می\u200cرود', 'دانشجو', 'سر', 'تایم', 'استاد', 'نیز', 'وقت', 'شناس', 'باش']"
1856,1856,صبح ساعت چند در دانشکده باز می,2,1856,"['صبح', 'ساعت', 'در', 'دانشکده', 'باز', 'می']"
1857,1857,آیا میشه تو سایت بازی هم کرد؟,3,1857,"['میشه', 'سایت', 'بازی', 'هم', 'کرد']"
1858,1858,امکان پروژه زدن در دانشکده وجود دارد؟,3,1858,"['امکان', 'پروژه', 'زدن', 'در', 'دانشکده', 'وجود', 'دارد']"
1859,1859,چرا باید درسهای عمومی را بگذرانیم؟,4,1859,"['باید', 'درسهای', 'عمومی', 'بگذرانیم']"
1860,1860,کدام کتاب برای درس هوش مصنوعی مناسب هست؟,3,1860,"['کدام', 'کتاب', 'درس', 'هوش', 'مصنوعی', 'مناسب']"
1861,1861,قیمت کارامل ماکیاتو چنده؟,5,1861,"['قیمت', 'کارامل', 'ماکیاتو', 'چنده']"
1862,1862,کمبود اب در ایران در چه وضعی است؟,5,1862,"['کمبود', 'اب', 'در', 'ایران', 'در', 'وضعی']"
1863,1863,چرا هر دو گروه درس الگوریتم توسط یک نفر باید ارائه شود؟,1,1863,"['دو', 'گروه', 'درس', 'الگوریتم', 'توسط', 'یک', 'نفر', 'باید', 'ارائه', 'شود']"
1864,1864,در گلستان برای من استاد راهنما مشخص نشده.,1,1864,"['در', 'گلستان', 'استاد', 'راهنما', 'مشخص', 'نشده']"
1865,1865,ساعت کاری کتابخانه چیست؟,3,1865,"['ساعت', 'کاری', 'کتابخانه', 'چیست']"
1866,1866,رییس دانشکده کیه؟,2,1866,"['رییس', 'دانشکده']"
1867,1867,تفاوت گواهی نامه موقت و دانشنامه چیست؟,1,1867,"['تفاوت', 'گواهی', 'نامه', 'موقت', 'دانشنامه', 'چیست']"
1868,1868,تابلو اعلانات کجاست,2,1868,"['تابلو', 'اعلانات', 'کجاست']"
1869,1869,یوزرنیم سیستم چیست؟,3,1869,"['یوزرنیم', 'سیستم', 'چیست']"
1870,1870,ترم تابستان مشروطی دارد؟,1,1870,"['ترم', 'تابستان', 'مشروطی', 'دارد']"
1871,1871,شب از چه ساعتی شروع میشه؟,5,1871,"['شب', 'ساعتی', 'شروع', 'میشه']"
1872,1872,اتاق انجمن اسلامی دانشکده کجا است؟,2,1872,"['اتاق', 'انجمن', 'اسلامی', 'دانشکده', 'کجا']"
1873,1873,زمین چمن رو چجوری میتونیم رزرو کنیم؟,2,1873,"['زمین', 'چمن', 'چجوری', 'میتونیم', 'رزرو', 'کنیم']"
1874,1874,تصحیح استاد قوامی زاده سختگیرانست.,4,1874,"['تصحیح', 'استاد', 'قوامی', 'زاده', 'سختگیرانست']"
1875,1875,در کدام طبقه کتابخانه می شود کار گروهی انجام داد؟,3,1875,"['در', 'کدام', 'طبقه', 'کتابخانه', 'می\u200cشود', 'کار', 'گروهی', 'انجام', 'داد']"
1876,1876,مدارک لازم برای ثبت نام چیست؟,1,1876,"['مدارک', 'لازم', 'ثبت', 'نام', 'چیست']"
1877,1877,درسای اختیاری بیشتری ارائه بدید,4,1877,"['درسای', 'اختیاری', 'بیشتری', 'ارائه', 'بدید']"
1878,1878,ایا با افتادن یک درس ،نمره اولیه آن در معدل موثراست؟,1,1878,"['ایا', 'افتادن', 'یک', 'درس', 'نمره', 'اولیه', 'در', 'معدل', 'موثراست']"
1879,1879,چطور میتونم عضو کتابخونه بشم؟,3,1879,"['چطور', 'میتونم', 'عضو', 'کتابخونه', 'بشم']"
1880,1880,کافه ماشین کجاست؟,2,1880,"['کافه', 'ماشین', 'کجاست']"
1881,1881,لطفا دوره یادگیری ماشین برگزار کنین.,4,1881,"['لطفا', 'دوره', 'یادگیری', 'ماشین', 'برگزار', 'کنین']"
1882,1882,لطفا اساتید نمرات را قبل از حذف و اضافه مشخص کنند.,4,1882,"['لطفا', 'اساتید', 'نمرات', 'قبل', 'حذف', 'اضافه', 'مشخص', 'کنند']"
1883,1883,لابی دانشکده رو چرا خراب کردین,4,1883,"['لابی', 'دانشکده', 'خراب', 'کردین']"
1884,1884,برای ثبت نام باید کجا برم؟,1,1884,"['ثبت', 'نام', 'باید', 'کجا', 'برم']"
1885,1885,زمان هایی که باید برای ثبت نام حضوری بیایم رو کی بهمون اعلام می کنید؟,1,1885,"['زمان', 'هایی', 'که', 'باید', 'ثبت', 'نام', 'حضوری', 'بیایم', 'بهمون', 'اعلام', 'می\u200cکنید']"
1886,1886,چرا استاد شاملی نمرات رو اعلام نمیکنه؟,1,1886,"['استاد', 'شاملی', 'نمرات', 'اعلام', 'نمیکنه']"
1887,1887,کتابی که از کتابخونه مرکزی گرفتم را به کتابخانه دانشکده میتوانم تحویل دهم؟,3,1887,"['کتابی', 'که', 'کتابخونه', 'مرکزی', 'گرفتم', 'کتابخانه', 'دانشکده', 'میتوانم', 'تحویل', 'دهم']"
1888,1888,چه تعداد کتاب در کتابخانه موجود است؟,3,1888,"['تعداد', 'کتاب', 'در', 'کتابخانه', 'موجود']"
1889,1889,رئیس قبلی دانشکده کی بوده؟,2,1889,"['رئیس', 'قبلی', 'دانشکده', 'بوده']"
1890,1890,آخرین مهلت حذف و اضافه؟,1,1890,"['آخرین', 'مهلت', 'حذف', 'اضافه']"
1891,1891,فرایند ثبت نام حضوریه یا آنلاین ؟,1,1891,"['فرایند', 'ثبت', 'نام', 'حضوریه', 'آنلاین']"
1892,1892,قد بلند ترین فرد دانشگاه چه کسی است؟,5,1892,"['قد', 'بلند\u200cترین', 'فرد', 'دانشگاه', 'کسی']"
1893,1893,استاد محمدی رفتار مناسبی با دانشجو ندارد,4,1893,"['استاد', 'محمدی', 'رفتار', 'مناسبی', 'دانشجو', 'ندارد']"
1894,1894,سرمایش خوابگاه خواهران مناسب نیست.,4,1894,"['سرمایش', 'خوابگاه', 'خواهران', 'مناسب']"
1895,1895,چطوری باید مدرکمو آزاد کنم ؟,1,1895,"['چطوری', 'باید', 'مدرکمو', 'آزاد', 'کنم']"
1896,1896,بخش مربوط به دانشچویان دکترا در سایت کجاست؟,3,1896,"['بخش', 'مربوط', 'دانشچویان', 'دکترا', 'در', 'سایت', 'کجاست']"
1897,1897,آموزش دانشکده برق کجاست؟,2,1897,"['آموزش', 'دانشکده', 'برق', 'کجاست']"
1898,1898,آیا دروس آزمایشگاهی را می توان حذف کرد؟,1,1898,"['دروس', 'آزمایشگاهی', 'می\u200cتوان', 'حذف', 'کرد']"
1899,1899,چگونه روی سرورو دانشکده اکانت بگیرم؟,3,1899,"['چگونه', 'روی', 'سرورو', 'دانشکده', 'اکانت', 'بگیرم']"
1900,1900,آیا می توان بدون سنوات حذف ترم کنیم؟,1,1900,"['می\u200cتوان', 'بدون', 'سنوات', 'حذف', 'ترم', 'کنیم']"
1901,1901,شرایط حذف ترم به چه صورت است؟,1,1901,"['شرایط', 'حذف', 'ترم', 'صورت']"
1902,1902,مسئول آموزش برخورد مناسبی با دانشجو ندارد.,4,1902,"['مسئول', 'آموزش', 'برخورد', 'مناسبی', 'دانشجو', 'ندارد']"
1903,1903,این دانشکده توی چه زمینه هایی توی کشور برتره؟,5,1903,"['دانشکده', 'زمینه', 'هایی', 'کشور', 'برتره']"
1904,1904,رفتار آموزش با دانشجو اصلا خوب نیست.,4,1904,"['رفتار', 'آموزش', 'دانشجو', 'اصلا', 'خوب']"
1905,1905,صندلی های معمولی در بیرون کلاس ها را بیشتر کنید,4,1905,"['صندلی\u200cهای', 'معمولی', 'در', 'بیرون', 'کلاس\u200cها', 'بیشتر', 'کنید']"
1906,1906,ورود با وسایل نقلیه به دانشگاه مجاز است؟,2,1906,"['ورود', 'وسایل', 'نقلیه', 'دانشگاه', 'مجاز']"
1907,1907,مایع دستشویی به موقع پر نمی شود.,4,1907,"['مایع', 'دستشویی', 'موقع', 'پر', 'نمی\u200cشود']"
