,id,query,tokens,prediction
432,432,پراکندگی نمره در درس ها ی الگوریتم و هوش مصنوعی مناسب نیست.,"['پراکندگی', 'نمره', 'در', 'درس\u200cها', 'ی', 'الگوریتم', 'هوش', 'مصنوعی', 'مناسب']",1
433,433,چجوری میشه تاریخ امانت کتاب را تمدید کرد؟,"['چجوری', 'میشه', 'تاریخ', 'امانت', 'کتاب', 'تمدید', 'کرد']",3
434,434,برای نظام وظیفه چه مدارکی لازم است؟,"['نظام', 'وظیفه', 'مدارکی', 'لازم']",1
435,435,کتاب غیر درسی هم دارید؟,"['کتاب', 'غیر', 'درسی', 'هم', 'دارید']",3
436,436,ساعت دیواری بعضی کلاس ها عقب مانده است,"['ساعت', 'دیواری', 'بعضی', 'کلاس\u200cها', 'عقب', 'مانده_است']",4
437,437,امروز چندم ماه است؟,"['امروز', 'چندم', 'ماه']",5
438,438,اتاق دکتر شمس فرد کجاست,"['اتاق', 'دکتر', 'شمس', 'فرد', 'کجاست']",2
439,439,لپتاپم vga میخوره چه کنم ؟,"['لپتاپم', 'vga', 'میخوره', 'کنم']",2
440,440,نحوه انجام حذف تک درس.,"['نحوه', 'انجام', 'حذف', 'تک', 'درس']",1
441,441,تعداد واحد عملی که در ترم تابستان می توان اخذ کرد؟,"['تعداد', 'واحد', 'عملی', 'که', 'در', 'ترم', 'تابستان', 'می\u200cتوان', 'اخذ', 'کرد']",1
442,442,آیا می تونم یک درسی رو دانشگاه دیگه مهمان بشم؟,"['می\u200cتونم', 'یک', 'درسی', 'دانشگاه', 'دیگه', 'مهمان', 'بشم']",1
443,443,حداقل تعداد واحد موردنیاز برای ثبت ترم چند واحد است؟,"['حداقل', 'تعداد', 'واحد', 'موردنیاز', 'ثبت', 'ترم', 'واحد']",1
444,444,آبشار نیاگارا کجاست؟,"['آبشار', 'نیاگارا', 'کجاست']",2
445,445,مبانی برنامه نویسی تو کدوم کلاس برگزار میشه؟,"['مبانی', 'برنامه', 'نویسی', 'کدوم', 'کلاس', 'برگزار', 'میشه']",2
446,446,قدیمی ترین چاپ کتاب در کتابخانه مربوط به چه کتابی است؟,"['قدیمی\u200cترین', 'چاپ', 'کتاب', 'در', 'کتابخانه', 'مربوط', 'کتابی']",3
447,447,کی برای انتخاب واحد مسئوله؟,"['انتخاب', 'واحد', 'مسئوله']",1
448,448,استادا رو کنترل کنید امتحانا رو به بهونه مجازی بودن بیش حد سخت کردن.,"['استادا', 'کنترل', 'کنید', 'امتحانا', 'بهونه', 'مجازی', 'بودن', 'بیش', 'حد', 'سخت', 'کردن']",4
449,449,بهتر است کلاس ها به صورت افلاین هم در اختیار دانشجویان قرار گیرد,"['بهتر', 'کلاس\u200cها', 'صورت', 'افلاین', 'هم', 'در', 'اختیار', 'دانشجویان', 'قرار', 'گیرد']",4
450,450,آسانسور بصورت رندوم گیر میکند,"['آسانسور', 'بصورت', 'رندوم', 'گیر', 'میکند']",4
451,451,چه درس هایی تو ترم تابستون ارائه میشه؟,"['درس', 'هایی', 'ترم', 'تابستون', 'ارائه', 'میشه']",1
452,452,هزینه یک برگه کپی چه قدر است؟,"['هزینه', 'یک', 'برگه', 'کپی', 'قدر']",1
453,453,محلی مثل لابی قدیم برای تعامل درسی بین دانشجویان ایجاد کنید,"['محلی', 'مثل', 'لابی', 'قدیم', 'تعامل', 'درسی', 'بین', 'دانشجویان', 'ایجاد', 'کنید']",4
454,454,تو دانشکده امکانات رفاهی را بیشتر کنید,"['دانشکده', 'امکانات', 'رفاهی', 'بیشتر', 'کنید']",4
455,455,نزدیکترین بوفه به دانشکده کجاست؟,"['نزدیکترین', 'بوفه', 'دانشکده', 'کجاست']",2
456,456,آیا می توان تعداد کلاس ها را افزایش داد؟,"['می\u200cتوان', 'تعداد', 'کلاس\u200cها', 'افزایش', 'داد']",1
457,457,چگونه میتوانم از دانشکده خارج شم؟,"['چگونه', 'میتوانم', 'دانشکده', 'خارج', 'شم']",2
458,458,سایت سی دی هم دارد؟,"['سایت', 'سی', 'دی', 'هم', 'دارد']",3
459,459,چه سایتایی فیلترن ؟,"['سایتایی', 'فیلترن']",2
460,460,بار علمی دانشکده چطور است؟,"['بار', 'علمی', 'دانشکده', 'چطور']",2
461,461,چه درس هایی در ترم بعد ارایه می شود؟,"['درس', 'هایی', 'در', 'ترم', 'بعد', 'ارایه', 'می\u200cشود']",1
462,462,میشه پیش نیازی این درس رو برام همنیاز کنید؟,"['میشه', 'پیش', 'نیازی', 'درس', 'برام', 'همنیاز', 'کنید']",1
463,463,ظرفیت درس هوش مصنوعی زیاد میشه؟,"['ظرفیت', 'درس', 'هوش', 'مصنوعی', 'زیاد', 'میشه']",1
464,464,راه استفاده از سرور دانشگاه چیست؟,"['راه', 'استفاده', 'سرور', 'دانشگاه', 'چیست']",3
465,465,غذا های دانشگاه چی هستند؟,"['غذا\u200cهای', 'دانشگاه', 'چی', 'هستند']",2
466,466,کدام یک از شاخه های رشته ی کامپیوتر در آمد بالاتری دارد؟,"['کدام', 'یک', 'شاخه\u200cهای', 'رشته\u200cی', 'کامپیوتر', 'در', 'آمد', 'بالاتری', 'دارد']",5
467,467,فراهم کردن کرک نرم افزار های پولی دنیا برای دانشجویان,"['فراهم', 'کردن', 'کرک', 'نرم', 'افزار\u200cهای', 'پولی', 'دنیا', 'دانشجویان']",5
468,468,درمانگاه کجاست,"['درمانگاه', 'کجاست']",2
469,469,برای من در سامانه گلستان نقص مدارک ثبت شده، چه کار باید بکنم؟,"['در', 'سامانه', 'گلستان', 'نقص', 'مدارک', 'ثبت', 'شده', 'کار', 'باید', 'بکنم']",1
470,470,درس های ارائه شده این ترم رو میشه بگید؟,"['درس\u200cهای', 'ارائه', 'شده', 'ترم', 'میشه', 'بگید']",1
471,471,ماژیک می خوام که ببرم سر کلاس.,"['ماژیک', 'می\u200cخوام', 'که', 'ببرم', 'سر', 'کلاس']",4
472,472,بعضی از اساتید جواب دانشجو را به صورت درست و منطقی نمی دهند.,"['بعضی', 'اساتید', 'جواب', 'دانشجو', 'صورت', 'درست', 'منطقی', 'نمی\u200cدهند']",4
473,473,تاریخ نظرسنجی اساتید کی هست؟,"['تاریخ', 'نظرسنجی', 'اساتید']",1
474,474,چه معدلی مشروط حساب میشود؟,"['معدلی', 'مشروط', 'حساب', 'میشود']",1
475,475,بهترین منبع یادگیری ماشین لرنینگ چیست؟,"['بهترین', 'منبع', 'یادگیری', 'ماشین', 'لرنینگ', 'چیست']",5
476,476,خطر بیماری کرونا در ایران چه قدر است؟,"['خطر', 'بیماری', 'کرونا', 'در', 'ایران', 'قدر']",5
477,477,شماره آموزش کل چند است؟,"['شماره', 'آموزش', 'کل']",2
478,478,فلان استاد جواب اعتراض ها را نمیدهد,"['فلان', 'استاد', 'جواب', 'اعتراض\u200cها', 'نمیدهد']",4
479,479,کدوم در دانشگاه کمتر گیر میدن؟,"['کدوم', 'در', 'دانشگاه', 'کمتر', 'گیر', 'میدن']",2
480,480,استاد های دروس تخصصی را یکم بهتر کنید,"['استاد\u200cهای', 'دروس', 'تخصصی', 'یکم', 'بهتر', 'کنید']",4
481,481,نحوه ی گرفتن کتاب از کتابخانه؟,"['نحوه\u200cی', 'گرفتن', 'کتاب', 'کتابخانه']",3
482,482,خسته نشدین اینهمه خوندین؟,"['خسته', 'نشدین', 'اینهمه', 'خوندین']",5
483,483,رییس دانشکده شیمی کیست؟,"['رییس', 'دانشکده', 'شیمی', 'کیست']",2
484,484,دستگاه پس از دریافت پول، خوراکی را نمیدهد.,"['دستگاه', 'پس', 'دریافت', 'پول', 'خوراکی', 'نمیدهد']",1
485,485,ساعت کاری آموزش؟,"['ساعت', 'کاری', 'آموزش']",2
486,486,کجا می تونم با مشاور صحبت کنم؟,"['کجا', 'می\u200cتونم', 'مشاور', 'صحبت', 'کنم']",2
487,487,در محوطه دانشگاه تعداد صندلی برای نشستن افزایش یابد,"['در', 'محوطه', 'دانشگاه', 'تعداد', 'صندلی', 'نشستن', 'افزایش', 'یابد']",4
488,488,ایا در سایت کامپیوتر است؟,"['ایا', 'در', 'سایت', 'کامپیوتر']",3
489,489,چجوری می تونیم استادیار شویم؟,"['چجوری', 'می\u200cتونیم', 'استادیار', 'شویم']",1
490,490,بوفه دانشکده کجاست؟,"['بوفه', 'دانشکده', 'کجاست']",2
491,491,آخرین ساعتی که می شه دانشکده بود کیه؟,"['آخرین', 'ساعتی', 'که', 'می\u200cشه', 'دانشکده', 'بود']",3
492,492,چگون می توانم مهلت یک کتا ب را تمدید کنم؟,"['چگون', 'می\u200cتوانم', 'مهلت', 'یک', 'کتا', 'ب', 'تمدید', 'کنم']",1
493,493,آموزش دانشکده امار کجا است؟,"['آموزش', 'دانشکده', 'امار', 'کجا']",2
494,494,بن دانشجویی داده می,"['بن', 'دانشجویی', 'داده', 'می']",2
495,495,چطوری میتونم یک کتابو امانت بگیرم؟,"['چطوری', 'میتونم', 'یک', 'کتابو', 'امانت', 'بگیرم']",3
496,496,آیا کتاب داستان هم دارید؟,"['کتاب', 'داستان', 'هم', 'دارید']",3
497,497,چرا بوفه ی کامپیوتر باز نمیشه؟,"['بوفه\u200cی', 'کامپیوتر', 'باز', 'نمیشه']",2
498,498,بخش نشریات ادواری کتابخانه کجاست؟ مجلات,"['بخش', 'نشریات', 'ادواری', 'کتابخانه', 'کجاست', 'مجلات']",3
499,499,آیا امکلن برداشتن همزمان درس برنامه نویسی پیشزفته و ساختمان داده وجود دارد ؟,"['امکلن', 'برداشتن', 'همزمان', 'درس', 'برنامه', 'نویسی', 'پیشزفته', 'ساختمان', 'داده', 'وجود', 'دارد']",1
500,500,میز پینگ پونگ بیارید.,"['میز', 'پینگ', 'پونگ', 'بیارید']",4
501,501,تعداد آبخوری ها را افزایش دهید,"['تعداد', 'آبخوری\u200cها', 'افزایش', 'دهید']",4
502,502,تی ای این ترم درس سیگنال چه کسیه؟,"['تی', 'ای', 'ترم', 'درس', 'سیگنال', 'کسیه']",1
503,503,مبلغ وام دانشجویی چقدره؟,"['مبلغ', 'وام', 'دانشجویی']",5
504,504,از کجا باید توپ فوتبال دستی بگیرم ؟,"['کجا', 'باید', 'توپ', 'فوتبال', 'دستی', 'بگیرم']",2
505,505,آبنماهایی در دانشکده قرار دهید,"['آبنماهایی', 'در', 'دانشکده', 'قرار', 'دهید']",4
506,506,چرا فیلم های ضبط شده ی کلاس ها را نمی توانیم دانلود کنیم؟,"['فیلم\u200cهای', 'ضبط', 'شده\u200cی', 'کلاس\u200cها', 'نمی\u200cتوانیم', 'دانلود', 'کنیم']",4
507,507,حداکثر واحد های قابل اخذ چقدر است؟,"['حداکثر', 'واحد\u200cهای', 'قابل', 'اخذ']",1
508,508,سلف کجاعه؟,"['سلف', 'کجاعه']",2
509,509,پروژکتور اتاق 106 خیلی گرم می شه.,"['پروژکتور', 'اتاق', '۱۰۶', 'خیلی', 'گرم', 'می\u200cشه']",4
510,510,چطور کتابی را رزوز کنم؟,"['چطور', 'کتابی', 'رزوز', 'کنم']",3
511,511,مراحل دریافت اکانت روی سرور دانشکده چیست؟,"['مراحل', 'دریافت', 'اکانت', 'روی', 'سرور', 'دانشکده', 'چیست']",3
512,512,دستگاه فروش خودکار بیشتری در لابی و طبقه همکف قرار دهید.,"['دستگاه', 'فروش', 'خودکار', 'بیشتری', 'در', 'لابی', 'طبقه', 'همکف', 'قرار', 'دهید']",4
513,513,دوشنبه به دلیل شهادت تعطیل است؟,"['دوشنبه', 'دلیل', 'شهادت', 'تعطیل']",2
514,514,با عرض تاسف استادان اوضاع دانشجو ها رو در پروژه در نظر ندارن.,"['عرض', 'تاسف', 'استادان', 'اوضاع', 'دانشجو\u200cها', 'در', 'پروژه', 'در', 'نظر', 'ندارن']",4
515,515,کانفیگ سیستم ها چیست؟,"['کانفیگ', 'سیستم\u200cها', 'چیست']",3
516,516,برای استفاده از کتابخانه کارت دانشجویی لازم دارم؟,"['استفاده', 'کتابخانه', 'کارت', 'دانشجویی', 'لازم', 'دارم']",3
517,517,کارت ورود به جلسه برای امتحانات را کجا بگیرم؟,"['کارت', 'ورود', 'جلسه', 'امتحانات', 'کجا', 'بگیرم']",1
518,518,گوشیم کجاست,"['گوشیم', 'کجاست']",2
519,519,برا گرفتن کتاب از کتابخونه باید جایی ثبت نام کنم؟,"['برا', 'گرفتن', 'کتاب', 'کتابخونه', 'باید', 'جایی', 'ثبت', 'نام', 'کنم']",3
520,520,چگونه میتوانم اکانت بسازم؟,"['چگونه', 'میتوانم', 'اکانت', 'بسازم']",3
521,521,کلاس 103 کجاست,"['کلاس', '۱۰۳', 'کجاست']",2
522,522,برخی دروس منحصرا توسط یک استاد ارائه میشوند.,"['برخی', 'دروس', 'منحصرا', 'توسط', 'یک', 'استاد', 'ارائه', 'میشوند']",4
523,523,به لابی رسیدگی نمیکنید؟,"['لابی', 'رسیدگی', 'نمیکنید']",4
524,524,مایکرویو دانشکده کجاست؟,"['مایکرویو', 'دانشکده', 'کجاست']",2
525,525,آزمایشگاه ریزپردازنده کجاست؟,"['آزمایشگاه', 'ریزپردازنده', 'کجاست']",2
526,526,میشه تو اسم کتاب ها سرچ کرد؟,"['میشه', 'اسم', 'کتاب\u200cها', 'سرچ', 'کرد']",3
527,527,تعطیلی های سال جدید؟,"['تعطیلی\u200cهای', 'سال', 'جدید']",1
528,528,امبدد رو فقط یه استاد ارائه میده,"['امبدد', 'فقط', 'یه', 'استاد', 'ارائه', 'میده']",4
529,529,لطفا تعداد غیبت,"['لطفا', 'تعداد', 'غیبت']",4
530,530,روی کامپیوتر های سایت اوبونتو نصبه؟,"['روی', 'کامپیوتر\u200cهای', 'سایت', 'اوبونتو', 'نصبه']",3
531,531,تا کی میتونم حذف کنم؟,"['میتونم', 'حذف', 'کنم']",1
532,532,کیفیت غذا ها سلف را بیشتر کنید,"['کیفیت', 'غذا\u200cها', 'سلف', 'بیشتر', 'کنید']",4
533,533,کتاب هوش مصنوعی,"['کتاب', 'هوش', 'مصنوعی']",3
534,534,دکتر ابراهیمی مقدم چند سال سابقه تدریس دارند؟,"['دکتر', 'ابراهیمی', 'مقدم', 'سال', 'سابقه', 'تدریس', 'دارند']",2
535,535,معدل الف چه مزایایی در دانشکده دارد ؟,"['معدل', 'الف', 'مزایایی', 'در', 'دانشکده', 'دارد']",1
536,536,آخرین چاپ کتاب ساختمان داده برای چه سالی است؟,"['آخرین', 'چاپ', 'کتاب', 'ساختمان', 'داده', 'سالی']",3
537,537,دانشکده ادبیات کجاست؟,"['دانشکده', 'ادبیات', 'کجاست']",2
538,538,درسهای کارگاهی سنگین هستن.,"['درسهای', 'کارگاهی', 'سنگین', 'هستن']",4
539,539,اگر یک درس را بیفتیم، درس همنیازش هم افتاده حساب میشه؟,"['اگر', 'یک', 'درس', 'بیفتیم', 'درس', 'همنیازش', 'هم', 'افتاده', 'حساب', 'میشه']",1
540,540,چرا لابی رو تبدیل به دوتا کلاس کردید؟,"['لابی', 'تبدیل', 'دوتا', 'کلاس', 'کردید']",4
541,541,جریمه دیرکرد کتاب های کتابخوانه چقدر است؟,"['جریمه', 'دیرکرد', 'کتاب\u200cهای', 'کتابخوانه']",3
542,542,آیا می توانم استامینوفن بدون نسخه تهیه کنم؟,"['می\u200cتوانم', 'استامینوفن', 'بدون', 'نسخه', 'تهیه', 'کنم']",3
543,543,حداکثر واحد های انتخابی برای هر ترم چقدر است؟,"['حداکثر', 'واحد\u200cهای', 'انتخابی', 'ترم']",1
544,544,مایع ضد عفونی قرار نمیدهید؟,"['مایع', 'ضد', 'عفونی', 'قرار', 'نمیدهید']",4
545,545,آیا دکتر شاملی الان در اتاقشان حضور دارند؟,"['دکتر', 'شاملی', 'الان', 'در', 'اتاقشان', 'حضور', 'دارند']",2
546,546,دانشگاه ما کی حضوری میشه؟,"['دانشگاه', 'حضوری', 'میشه']",5
547,547,چند نمونه از کاربرد های هوش مصنوعی؟,"['نمونه', 'کاربرد\u200cهای', 'هوش', 'مصنوعی']",3
548,548,میخوام برم کلاس 101.,"['میخوام', 'برم', 'کلاس', '۱۰۱.']",2
549,549,کتاب CLRS رو دارید؟,"['کتاب', 'CLRS', 'دارید']",3
550,550,لابی دانشکده کجاست؟,"['لابی', 'دانشکده', 'کجاست']",2
551,551,دمای هوا چند درجه است؟,"['دمای', 'هوا', 'درجه']",5
552,552,مسیولان آموزش تمام بدبختیاشون رو سر ما خالی میکنن.,"['مسیولان', 'آموزش', 'تمام', 'بدبختیاشون', 'سر', 'خالی', 'میکنن']",4
553,553,قیمت گوشی جدید اپل چه قدر است؟,"['قیمت', 'گوشی', 'جدید', 'اپل', 'قدر']",5
554,554,آیا امکان تشکیل گروه درسی دیگری برای درس ریاضی ۱ وجود دارد؟,"['امکان', 'تشکیل', 'گروه', 'درسی', 'دیگری', 'درس', 'ریاضی', '۱', 'وجود', 'دارد']",1
555,555,به اینایی که رتبه میارن چی میدن؟,"['اینایی', 'که', 'رتبه', 'میارن', 'چی', 'میدن']",1
556,556,معدل الف چند واحد میتواند اخذ کند؟,"['معدل', 'الف', 'واحد', 'میتواند', 'اخذ', 'کند']",1
557,557,کلاس های کارگاهی از چه تاریخی تشکیل می شوند؟,"['کلاس\u200cهای', 'کارگاهی', 'تاریخی', 'تشکیل', 'می\u200cشوند']",1
558,558,آخرین چاپ کتاب الگوریتم را دارید؟,"['آخرین', 'چاپ', 'کتاب', 'الگوریتم', 'دارید']",3
559,559,درس برنامه نویسی پیشرفته این ترم را چه کسی ارائه میده؟,"['درس', 'برنامه', 'نویسی', 'پیشرفته', 'ترم', 'کسی', 'ارائه', 'میده']",1
560,560,چگونه غیبت به دلیل بیماری را گزارش دهیم؟,"['چگونه', 'غیبت', 'دلیل', 'بیماری', 'گزارش', 'دهیم']",1
561,561,نرم افزار فتوشاپ روی سیستمی از سایت نصب هست؟,"['نرم', 'افزار', 'فتوشاپ', 'روی', 'سیستمی', 'سایت', 'نصب']",3
562,562,لطفا بوفه ای برای دانشکده به صورت اختصاصی در نظر بگیرید.,"['لطفا', 'بوفه\u200cای', 'دانشکده', 'صورت', 'اختصاصی', 'در', 'نظر', 'بگیرید']",4
563,563,جشن یلدا کی و کجا برگزار می شود؟,"['جشن', 'یلدا', 'کجا', 'برگزار', 'می\u200cشود']",2
564,564,جایزه,['جایزه'],2
565,565,حد نصاب نمره قبولی در هر درس چه قدر میباشد؟,"['حد', 'نصاب', 'نمره', 'قبولی', 'در', 'درس', 'قدر', 'میباشد']",1
566,566,آیا برای ورود به دانشکده در روز های جمعه مجاز است؟,"['ورود', 'دانشکده', 'در', 'روز\u200cهای', 'جمعه', 'مجاز']",2
567,567,منطقیه سوال 12 قسمت تشریحی باشه هرکدوم چندخطی بعد 15 دقیقه وقت؟,"['منطقیه', 'سوال', '۱۲', 'قسمت', 'تشریحی', 'باشه', 'هرکدوم', 'چندخطی', 'بعد', '۱۵', 'دقیقه', 'وقت']",1
568,568,معمولا ارزشیابی استاید کیاست؟,"['معمولا', 'ارزشیابی', 'استاید', 'کیاست']",1
569,569,لطفا امکان بازگشت به عقب در امتحانات رو فعال کنید.,"['لطفا', 'امکان', 'بازگشت', 'عقب', 'در', 'امتحانات', 'فعال', 'کنید']",4
570,570,کل واحد های عملی کارشناسی چقدر است؟,"['کل', 'واحد\u200cهای', 'عملی', 'کارشناسی']",1
571,571,عده زیادی روزهای فرد در کتابخونه سر و صدا ایجاد میکنن.,"['عده', 'زیادی', 'روزهای', 'فرد', 'در', 'کتابخونه', 'سر', 'صدا', 'ایجاد', 'میکنن']",4
572,572,بهتر است قبل از امتحانات فرجه برای مطالعه داشته باشیم.,"['بهتر', 'قبل', 'امتحانات', 'فرجه', 'مطالعه', 'داشته_باشیم']",4
573,573,درخواست وام دانشجویی از کحا باید صورت بگیرد؟,"['درخواست', 'وام', 'دانشجویی', 'کحا', 'باید', 'صورت', 'بگیرد']",1
574,574,زمان های امتحانات را طوری بچینید که چند امتحان در یک روز نداشته باشیم,"['زمان\u200cهای', 'امتحانات', 'طوری', 'بچینید', 'که', 'امتحان', 'در', 'یک', 'روز', 'نداشته_باشیم']",1
575,575,در کتابخونه کتاب مربوط به مهندسی داده پیدا می شود؟,"['در', 'کتابخونه', 'کتاب', 'مربوط', 'مهندسی', 'داده', 'پیدا', 'می\u200cشود']",3
576,576,راه های ارتباطی با اساتید را بیشتر کنید.,"['راه\u200cهای', 'ارتباطی', 'اساتید', 'بیشتر', 'کنید']",4
577,577,برای ثبت نام باید کجا برم؟,"['ثبت', 'نام', 'باید', 'کجا', 'برم']",1
578,578,اگر مشروط شوم ،اخراج می شوم؟,"['اگر', 'مشروط', 'شوم', 'اخراج', 'می\u200cشوم']",1
579,579,تا چه ساعتی می توان از سایت استفاده کرد؟,"['ساعتی', 'می\u200cتوان', 'سایت', 'استفاده', 'کرد']",3
580,580,آبسردکن کجاست,"['آبسردکن', 'کجاست']",2
581,581,ایا دانشکده در تعتیلات رسمی بسته است؟,"['ایا', 'دانشکده', 'در', 'تعتیلات', 'رسمی', 'بسته_است']",2
582,582,درخواست حذف تک درس من رو دکتر شاملی تائید نکرده.,"['درخواست', 'حذف', 'تک', 'درس', 'دکتر', 'شاملی', 'تائید', 'نکرده']",1
583,583,در صورت فراموشی رمز عبور درس افزار چه باید کرد ؟,"['در', 'صورت', 'فراموشی', 'رمز', 'عبور', 'درس', 'افزار', 'باید', 'کرد']",1
584,584,از کجا باید توپ پینگ پنگ بگیرم ؟,"['کجا', 'باید', 'توپ', 'پینگ', 'پنگ', 'بگیرم']",2
585,585,فلان استاد تایم بیرون کلاس غیبت میزنه,"['فلان', 'استاد', 'تایم', 'بیرون', 'کلاس', 'غیبت', 'میزنه']",4
586,586,پنجشنبه ها دانشگاه باز است؟,"['پنجشنبه\u200cها', 'دانشگاه', 'باز']",2
587,587,چندبار میتونم حذف اضطرای کنم؟,"['چندبار', 'میتونم', 'حذف', 'اضطرای', 'کنم']",1
588,588,چه کارهایی به عنوان کار دانشجویی می توانم انجام داد؟,"['کارهایی', 'عنوان', 'کار', 'دانشجویی', 'می\u200cتوانم', 'انجام', 'داد']",1
589,589,آزمایشگاه پردازش زبان طبیعی کجاست؟,"['آزمایشگاه', 'پردازش', 'زبان', 'طبیعی', 'کجاست']",2
590,590,شرایط مهمان شدن چیست؟,"['شرایط', 'مهمان', 'شدن', 'چیست']",1
591,591,دانشکده فیزیک کجاست؟,"['دانشکده', 'فیزیک', 'کجاست']",2
592,592,نماز خونه کجاس ؟,"['نماز', 'خونه', 'کجاس']",2
593,593,آیا میتوانم دوستم را به دانشگاه بیاورم؟,"['میتوانم', 'دوستم', 'دانشگاه', 'بیاورم']",2
594,594,به تهرانی ها هم خوابگاه میدهند؟,"['تهرانی\u200cها', 'هم', 'خوابگاه', 'میدهند']",5
595,595,سیستم گرمایش و سرمایش دانشگاه دارای ایراد است.,"['سیستم', 'گرمایش', 'سرمایش', 'دانشگاه', 'دارای', 'ایراد']",4
596,596,برنامه هفتگیمو از کجا میتونم ببینم؟,"['برنامه', 'هفتگیمو', 'کجا', 'میتونم', 'ببینم']",1
597,597,بعضی از اساتید با دانشجو محترمانه رفتار نمیکنند.,"['بعضی', 'اساتید', 'دانشجو', 'محترمانه', 'رفتار', 'نمیکنند']",4
598,598,هر فرد چند ساعت میتواند از سایت استفاده کند؟,"['فرد', 'ساعت', 'میتواند', 'سایت', 'استفاده', 'کند']",2
599,599,کجا میتونم استراحت کنم؟,"['کجا', 'میتونم', 'استراحت', 'کنم']",2
600,600,کافه ها نزدیک دانشکده کجا هستند؟,"['کافه\u200cها', 'نزدیک', 'دانشکده', 'کجا', 'هستند']",2
601,601,رئیس جمهور فعلی فرانسه کیست؟,"['رئیس', 'جمهور', 'فعلی', 'فرانسه', 'کیست']",2
602,602,سطح تمرینات درس هوش مصنوعی بالاست.,"['سطح', 'تمرینات', 'درس', 'هوش', 'مصنوعی', 'بالاست']",4
603,603,چند گیگ اینترنت میتونم استفاده کنم؟,"['گیگ', 'اینترنت', 'میتونم', 'استفاده', 'کنم']",3
604,604,آیا می توان صحبت های دانشجویان موفق در دانشگاه را در یک کنفرانس بشنویم؟,"['می\u200cتوان', 'صحبت\u200cهای', 'دانشجویان', 'موفق', 'در', 'دانشگاه', 'در', 'یک', 'کنفرانس', 'بشنویم']",5
605,605,چرا زمان بین دو ترم در دانشکده ما فقط صرف انجام پروژه ها می شود؟,"['زمان', 'بین', 'دو', 'ترم', 'در', 'دانشکده', 'فقط', 'صرف', 'انجام', 'پروژه\u200cها', 'می\u200cشود']",4
606,606,چرا سیستم عامل فقط با یه استاد ارائه میشه؟,"['سیستم', 'عامل', 'فقط', 'یه', 'استاد', 'ارائه', 'میشه']",4
607,607,استخر دانشگاه کجاست؟,"['استخر', 'دانشگاه', 'کجاست']",2
608,608,آیا دانشکده پنج شنبه ها باز است؟,"['دانشکده', 'پنج', 'شنبه\u200cها', 'باز']",2
609,609,شرایط برداشتن رشته فرعی چیست؟,"['شرایط', 'برداشتن', 'رشته', 'فرعی', 'چیست']",1
610,610,سقف تعداد واحد برای معدل زیر الف چقدر است؟,"['سقف', 'تعداد', 'واحد', 'معدل', 'زیر', 'الف']",1
611,611,دانشجو های کارشناسی نباید گرایش انتخاب بکنن؟,"['دانشجو\u200cهای', 'کارشناسی', 'نباید', 'گرایش', 'انتخاب', 'بکنن']",1
612,612,کتاب های رشته کامپیوتر,"['کتاب\u200cهای', 'رشته', 'کامپیوتر']",3
613,613,دروس اختصاصی را تابستان هم میتوانیم برداریم؟,"['دروس', 'اختصاصی', 'تابستان', 'هم', 'میتوانیم', 'برداریم']",1
614,614,ظرفیت درسارو زیاد میکنید؟,"['ظرفیت', 'درسارو', 'زیاد', 'میکنید']",4
615,615,پایان نامه چند صفحه باید باشد؟,"['پایان', 'نامه', 'صفحه', 'باید']",1
616,616,ایمیل دکتر قوامی زاده را بدهید.,"['ایمیل', 'دکتر', 'قوامی', 'زاده', 'بدهید']",2
617,617,آیا چارت دروس رشته تحصیلی ارائه شده تا پایان دوره تحصیلی ثابت خواهد بود؟,"['چارت', 'دروس', 'رشته', 'تحصیلی', 'ارائه', 'شده', 'پایان', 'دوره', 'تحصیلی', 'ثابت', 'خواهد_بود']",1
618,618,تایم کلاس هارا کمتر نمیکنید؟,"['تایم', 'کلاس', 'هارا', 'کمتر', 'نمیکنید']",4
619,619,حداکثر زمانی که میتوانیم کتاب را نگه داریم چقدر است؟,"['حداکثر', 'زمانی', 'که', 'میتوانیم', 'کتاب', 'نگه', 'داریم']",3
620,620,کدام درس های جهاد دانشگاهی را ثبتنام کنم؟,"['کدام', 'درس\u200cهای', 'جهاد', 'دانشگاهی', 'ثبتنام', 'کنم']",1
621,621,چگونه مدرک خود را آزاد کنم؟,"['چگونه', 'مدرک', 'خود', 'آزاد', 'کنم']",1
622,622,بوفه ی دیگری هم هست؟,"['بوفه\u200cی', 'دیگری', 'هم']",1
623,623,امتحان های مجازی دانشجوها رو وادار به تقلب میکنن.,"['امتحان\u200cهای', 'مجازی', 'دانشجوها', 'وادار', 'تقلب', 'میکنن']",4
624,624,چه مدارکی را باید تحویل دهم که هنوز نداده ام؟,"['مدارکی', 'باید', 'تحویل', 'دهم', 'که', 'هنوز', 'نداده\u200cام']",1
625,625,زمان کاری بوفه تا چند است؟,"['زمان', 'کاری', 'بوفه']",2
626,626,اگر کتاب امانت گرفته شده را گم گردم باید چه کنم؟,"['اگر', 'کتاب', 'امانت', 'گرفته', 'شده', 'گم', 'گردم', 'باید', 'کنم']",3
627,627,سایت دانشکده کجاست؟,"['سایت', 'دانشکده', 'کجاست']",2
628,628,برای ثبت نام باید از کدام سایت اقدام کنم؟,"['ثبت', 'نام', 'باید', 'کدام', 'سایت', 'اقدام', 'کنم']",1
